date,rainfall_mm,source_file,rainfall_norm,place,risk_label,risk_score
2017-02-12,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-13,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-14,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-15,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-16,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-17,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-18,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-19,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-20,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-21,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-22,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-23,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-24,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-25,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-26,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-27,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-02-28,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-01,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-02,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-03,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-04,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-05,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-06,11.719419479370115,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0838720778174849,Vellayambalam,Medium,0.5
2017-03-07,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-08,14.403966903686523,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.10308451157952786,Vellayambalam,Medium,0.5
2017-03-09,1.2018626928329468,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.008601340832339138,Vellayambalam,Medium,0.5
2017-03-10,1.4953666925430298,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.010701853604900995,Vellayambalam,Medium,0.5
2017-03-11,4.802152156829834,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.03436744286677605,Vellayambalam,Medium,0.5
2017-03-12,8.32000732421875,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.05954358942158327,Vellayambalam,Medium,0.5
2017-03-13,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-14,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-15,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-16,4.631199359893799,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.03314398923812358,Vellayambalam,Medium,0.5
2017-03-17,3.1877083778381348,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.022813393239838053,Vellayambalam,Medium,0.5
2017-03-18,1.131247878074646,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.008095973544402979,Vellayambalam,Medium,0.5
2017-03-19,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-20,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-21,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-22,1.4790931940078735,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.010585389462807097,Vellayambalam,Medium,0.5
2017-03-23,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-24,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-25,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-26,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-27,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-28,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-29,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-30,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-03-31,0.3082419037818908,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.002205987163964367,Vellayambalam,Low,0.2
2017-04-01,5.7399187088012695,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.041078733418329044,Vellayambalam,Medium,0.5
2017-04-02,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-03,3.7335941791534415,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.026720120572874713,Vellayambalam,Medium,0.5
2017-04-04,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-05,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-06,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-07,0.3858164548873901,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0027611630238634096,Vellayambalam,Low,0.2
2017-04-08,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-09,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-10,4.629797458648682,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.03313395628636092,Vellayambalam,Medium,0.5
2017-04-11,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-12,1.1553831100463867,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.008268701558588344,Vellayambalam,Medium,0.5
2017-04-13,0.3858164548873901,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0027611630238634096,Vellayambalam,Low,0.2
2017-04-14,1.9444913864135744,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.013916093127632798,Vellayambalam,Medium,0.5
2017-04-15,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-16,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-17,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-18,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-19,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-20,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-21,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-22,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-23,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-24,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-25,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-26,0.7259066700935364,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.005195078205835219,Vellayambalam,Low,0.2
2017-04-27,0.5130444169044495,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0036716922142929296,Vellayambalam,Low,0.2
2017-04-28,3.206527709960937,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.022948077085830194,Vellayambalam,Medium,0.5
2017-04-29,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-04-30,0.4275370240211487,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0030597435830059545,Vellayambalam,Low,0.2
2017-05-01,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-02,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-03,21.05755043029785,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.15070204726817057,Vellayambalam,High,0.8
2017-05-04,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-05,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-06,2.094931602478028,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.014992744879099521,Vellayambalam,Medium,0.5
2017-05-07,4.489138603210449,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.03212730655513482,Vellayambalam,Medium,0.5
2017-05-08,17.18551254272461,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.12299113005162533,Vellayambalam,High,0.8
2017-05-09,11.814630508422852,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.08455347222032635,Vellayambalam,Medium,0.5
2017-05-10,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-11,19.57829093933105,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.14011546767205485,Vellayambalam,High,0.8
2017-05-12,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-13,2.275379180908203,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.01628414957424794,Vellayambalam,Medium,0.5
2017-05-14,1.284677267074585,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.00919401783544867,Vellayambalam,Medium,0.5
2017-05-15,6.173063278198242,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.04417860838181456,Vellayambalam,Medium,0.5
2017-05-16,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-17,1.1574493646621704,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.00828348907159023,Vellayambalam,Medium,0.5
2017-05-18,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-19,13.913997650146484,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.09957796081279195,Vellayambalam,Medium,0.5
2017-05-20,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-21,0.6423386335372925,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.004597008917724335,Vellayambalam,Low,0.2
2017-05-22,0.7716329097747803,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.00552232604772682,Vellayambalam,Low,0.2
2017-05-23,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-24,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-25,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-26,0.5734419822692871,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0041039379676925305,Vellayambalam,Low,0.2
2017-05-27,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-05-28,3.086531639099121,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.02208930419090728,Vellayambalam,Medium,0.5
2017-05-29,1.553406000137329,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.011117222073585899,Vellayambalam,Medium,0.5
2017-05-30,39.9898796081543,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.2861945764729329,Vellayambalam,High,0.8
2017-05-31,20.174034118652344,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.14437900806185214,Vellayambalam,High,0.8
2017-06-01,11.64108657836914,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.08331147469375609,Vellayambalam,Medium,0.5
2017-06-02,22.971830368041992,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.1644019268727494,Vellayambalam,High,0.8
2017-06-03,27.929244995117188,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.19988053279751455,Vellayambalam,High,0.8
2017-06-04,12.653804779052734,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.09055916984490558,Vellayambalam,Medium,0.5
2017-06-05,10.030120849609377,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.07178231634238166,Vellayambalam,Medium,0.5
2017-06-06,4.044217109680176,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.02894314797170571,Vellayambalam,Medium,0.5
2017-06-07,3.630277633666992,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.02598071762223138,Vellayambalam,Medium,0.5
2017-06-08,0.956055760383606,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.00684218047437434,Vellayambalam,Low,0.2
2017-06-09,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-06-10,2.3650007247924805,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.016925541847646556,Vellayambalam,Medium,0.5
2017-06-11,1.9420784711837769,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.01389882467723926,Vellayambalam,Medium,0.5
2017-06-12,0.6137312054634094,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.004392274848959712,Vellayambalam,Low,0.2
2017-06-13,0.2859879732131958,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.002046723012724786,Vellayambalam,Low,0.2
2017-06-14,5.047767162322998,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.03612522966586858,Vellayambalam,Medium,0.5
2017-06-15,6.968852996826172,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.04987381686245711,Vellayambalam,Medium,0.5
2017-06-16,0.7716329097747803,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.00552232604772682,Vellayambalam,Low,0.2
2017-06-17,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-06-18,0.6137312054634094,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.004392274848959712,Vellayambalam,Low,0.2
2017-06-19,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-06-20,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-06-21,1.005101442337036,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.007193184486190015,Vellayambalam,Medium,0.5
2017-06-22,1.5432658195495603,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.011044652095453638,Vellayambalam,Medium,0.5
2017-06-23,0.1340182274580001,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0009591249141738985,Vellayambalam,Low,0.2
2017-06-24,6.638596057891846,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.04751027524413516,Vellayambalam,Medium,0.5
2017-06-25,5.226283073425293,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.037402810045510014,Vellayambalam,Medium,0.5
2017-06-26,35.03662872314453,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.2507457690974165,Vellayambalam,High,0.8
2017-06-27,38.55046081542969,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.27589312381071984,Vellayambalam,High,0.8
2017-06-28,27.878536224365234,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.19951762659947092,Vellayambalam,High,0.8
2017-06-29,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-06-30,1.759032964706421,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.01258882745507012,Vellayambalam,Medium,0.5
2017-07-01,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-07-02,2.95622181892395,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.02115671914287196,Vellayambalam,Medium,0.5
2017-07-03,0.5111427307128906,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.003658082464038352,Vellayambalam,Low,0.2
2017-07-04,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-07-05,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-07-06,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-07-07,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-07-08,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-07-09,0.7716329097747803,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.00552232604772682,Vellayambalam,Low,0.2
2017-07-10,0.7362975478172302,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.005269442341922996,Vellayambalam,Low,0.2
2017-07-11,1.5863076448440552,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.011352688455689843,Vellayambalam,Medium,0.5
2017-07-12,1.256128191947937,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.008989701379769748,Vellayambalam,Medium,0.5
2017-07-13,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
2017-07-14,0.3268434107303619,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0023391121059507004,Vellayambalam,Low,0.2
2017-07-15,0.3118009865283966,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.002231458362908928,Vellayambalam,Low,0.2
2017-07-16,0.3068656027317047,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.002196137424479856,Vellayambalam,Low,0.2
2017-07-17,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2017.csv,0.0,Vellayambalam,Low,0.2
